,Tweets,Date,len,Likes,RTweets
155,"In times of tragedy, the bonds that sustain us are those of family, faith, community, and country. These bonds are… https://t.co/LraxXxUN3D",Thu Feb 15 17:33:41 +0000 2018,139,82990,19809
156,"While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA, they should be… https://t.co/qti7gQGh0I",Thu Feb 15 14:57:21 +0000 2018,140,101637,20822
157,"So many signs that the Florida shooter was mentally disturbed, even expelled from school for bad and erratic behavi… https://t.co/3mSYrtTng6",Thu Feb 15 12:12:41 +0000 2018,140,89580,21006
158,Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.,Wed Feb 14 20:55:01 +0000 2018,119,111749,19508
159,"My prayers and condolences to the families of the victims of the terrible Florida shooting. No child, teacher or an… https://t.co/RFJxgM1jhm",Wed Feb 14 20:50:11 +0000 2018,140,174039,39549
160,"Today, I was honored to be joined by Republicans and Democrats from both the House and Senate, as well as members o… https://t.co/38kUIIV8Cp",Wed Feb 14 19:11:32 +0000 2018,140,56451,11380
161,"As we come together to celebrate the extraordinary contributions of African-Americans to our nation, our thoughts t… https://t.co/SwAJxO88zC",Wed Feb 14 18:15:12 +0000 2018,140,65521,15020
162,Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn… https://t.co/YW4mCpHr0R,Tue Feb 13 10:52:47 +0000 2018,140,107137,22651
163,"Our infrastructure plan has been put forward and has received great reviews by everyone except, of course, the Demo… https://t.co/2EfB9sObdN",Tue Feb 13 10:43:22 +0000 2018,140,105918,22890
164,The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I l… https://t.co/DSz3Szp4xE,Mon Feb 12 20:48:16 +0000 2018,140,67748,14377
165,"Thank you to Sue Kruczek, who lost her wonderful and talented son Nick to the Opioid scourge, for your kind words w… https://t.co/0kIdepXBdi",Mon Feb 12 12:54:32 +0000 2018,140,86970,16828
166,"This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East, it is now ti… https://t.co/OcX7UN18Er",Mon Feb 12 12:46:56 +0000 2018,140,139234,30372
167,Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police o… https://t.co/X7AhuEYwHI,Sun Feb 11 20:36:08 +0000 2018,140,77659,14947
168,"Rep. Lou Barletta, a Great Republican from Pennsylvania who was one of my very earliest supporters, will make a FAN… https://t.co/dA2lK3WHFU",Sun Feb 11 20:26:03 +0000 2018,140,97440,24137
169,4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently… https://t.co/oJl5AiCPZs,Sun Feb 11 19:15:32 +0000 2018,139,124954,25075
170,So many positive things going on for the U.S.A. and the Fake News Media just doesn’t want to go there. Same negativ… https://t.co/LBnzRfAkJx,Sun Feb 11 18:21:48 +0000 2018,140,123732,31095
171,"My Administration has identified three major priorities for creating a safe, modern and lawful immigration system:… https://t.co/DrjXUak41S",Sat Feb 10 23:34:08 +0000 2018,139,119194,32056
172,"My thoughts and prayers are with the two police officers, their families, and everybody at the @WestervillePD. https://t.co/AoingY77Ky",Sat Feb 10 21:18:23 +0000 2018,134,84982,20505
173,Republicans want to fix DACA far more than the Democrats do. The Dems had all three branches of government back in… https://t.co/0Or3U2CFZR,Sat Feb 10 18:50:02 +0000 2018,139,118069,30505
174,"....agencies, not just the FBI &amp; DOJ, now the State Department to dig up dirt on him in the days leading up to the… https://t.co/Of9d7fmsA3",Sat Feb 10 18:34:49 +0000 2018,143,75726,19955
175,“My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier… https://t.co/dWJuKECfwn,Sat Feb 10 18:16:20 +0000 2018,139,101367,25825
176,Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are ol… https://t.co/6Zz5RAeoQe,Sat Feb 10 15:33:35 +0000 2018,140,136784,37316
177,"According to the @nytimes, a Russian sold phony secrets on “Trump” to the U.S. Asking price was $10 million, brough… https://t.co/CBMaAX5VMt",Sat Feb 10 15:20:05 +0000 2018,140,105535,32793
178,"The Democrats sent a very political and long response memo which they knew, because of sources and methods (and mor… https://t.co/iR1265rmh3",Sat Feb 10 14:20:35 +0000 2018,140,117484,32313
179,Jobless claims have dropped to a 45 year low!,Sat Feb 10 14:02:54 +0000 2018,45,64900,13833
180,"Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election, and beyo… https://t.co/WgvQYGEaMu",Fri Feb 09 13:59:13 +0000 2018,140,89544,21441
181,"Without more Republicans in Congress, we were forced to increase spending on things we do not like or want in order… https://t.co/7dfsJYWjRY",Fri Feb 09 13:47:28 +0000 2018,140,110628,28282
182,Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them e… https://t.co/9MtCabhzj8,Fri Feb 09 13:39:15 +0000 2018,140,130482,27252
183,Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did no… https://t.co/N5SoaLnllm,Fri Feb 09 03:22:53 +0000 2018,140,127519,39934
184,Time to end the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/yukxm48x9X,Thu Feb 08 23:26:22 +0000 2018,120,97648,24136
185,As long as we open our eyes to God’s grace - and open our hearts to God’s love - then America will forever be the l… https://t.co/wGUIaD1JX6,Thu Feb 08 20:10:58 +0000 2018,140,110312,30847
186,"I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea, China and the Middle East.",Thu Feb 08 18:44:00 +0000 2018,108,79967,13625
187,Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares “IN GOD WE TR… https://t.co/q8ib233y1M,Thu Feb 08 17:13:13 +0000 2018,140,107175,29483
188,Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and po… https://t.co/bEReTLNLo4,Thu Feb 08 11:08:39 +0000 2018,140,106212,17857
189,The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secret… https://t.co/VRkKsNDZGC,Wed Feb 07 22:36:15 +0000 2018,140,109308,23200
190,Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean peopl… https://t.co/gGaZUnZBMa,Wed Feb 07 22:13:16 +0000 2018,140,70544,13337
191,Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that y… https://t.co/NL6cIfHZgN,Wed Feb 07 18:01:05 +0000 2018,140,65468,12799
192,NEW FBI TEXTS ARE BOMBSHELLS!,Wed Feb 07 16:10:00 +0000 2018,29,137634,39708
193,"In the “old days,” when good news was reported, the Stock Market would go up. Today, when good news is reported, th… https://t.co/mW5vEWhZYY",Wed Feb 07 14:59:49 +0000 2018,140,112483,21965
194,"Congratulations @ElonMusk and @SpaceX on the successful #FalconHeavy launch. This achievement, along with @NASA’s c… https://t.co/MaQocjQKcI",Wed Feb 07 03:05:45 +0000 2018,140,167402,31674
195,"HAPPY BIRTHDAY to our 40th President of the United States of America, Ronald Reagan! https://t.co/JtEglBhm4c",Wed Feb 07 00:48:01 +0000 2018,108,181508,33018
196,"Today, we heard the experiences of law enforcement professionals and community leaders working to combat the threat… https://t.co/BAHG9Ajkio",Tue Feb 06 22:45:50 +0000 2018,140,76014,18389
197,We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs… https://t.co/5SzmbuLXuY,Tue Feb 06 16:05:42 +0000 2018,139,92616,25676
198,"Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA, fully secures the… https://t.co/OD93mZebu7",Tue Feb 06 16:00:43 +0000 2018,139,89600,23646
199,"My prayers and best wishes are with the family of Edwin Jackson, a wonderful young man whose life was so senselessly taken. @Colts",Tue Feb 06 13:37:00 +0000 2018,130,104546,20924
200,So disgraceful that a person illegally in our country killed @Colts linebacker Edwin Jackson. This is just one of m… https://t.co/r8vqtb4Tjb,Tue Feb 06 13:32:57 +0000 2018,140,142642,36070
201,"Thanks to the historic TAX CUTS that I signed into law, your paychecks are going way UP, your taxes are going way D… https://t.co/DKVuox1qa6",Mon Feb 05 20:42:01 +0000 2018,140,105832,22873
202,"Representative Devin Nunes, a man of tremendous courage and grit, may someday be recognized as a Great American Her… https://t.co/p7egMdnqQs",Mon Feb 05 15:08:51 +0000 2018,140,133324,35728
203,Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of t… https://t.co/BuGrQqbWfs,Mon Feb 05 14:36:40 +0000 2018,140,123043,29972
204,"Little Adam Schiff, who is desperate to run for higher office, is one of the biggest liars and leakers in Washingto… https://t.co/7csaXTJLoO",Mon Feb 05 12:39:10 +0000 2018,140,141946,43086
205,Thank you to @foxandfriends for exposing the truth. Perhaps that’s why your ratings are soooo much better than your untruthful competition!,Mon Feb 05 12:17:57 +0000 2018,139,107386,22803
206,The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U… https://t.co/9JK8HHq2bb,Mon Feb 05 12:11:56 +0000 2018,140,120699,30674
207,Congratulations to the Philadelphia Eagles on a great Super Bowl victory!,Mon Feb 05 03:54:42 +0000 2018,73,211956,36254
208,My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina. Th… https://t.co/H3Ypk1ZwMt,Sun Feb 04 16:58:14 +0000 2018,140,141593,23110
209,...a tool of anti-Trump political actors. This is unacceptable in a democracy and ought to alarm anyone who wants t… https://t.co/tGnYODCVQx,Sun Feb 04 00:53:18 +0000 2018,140,130362,35719
210,“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used… https://t.co/ZT9YHhTIlA,Sun Feb 04 00:40:24 +0000 2018,140,130231,36796
211,"Great jobs numbers and finally, after many years, rising wages- and nobody even talks about them. Only Russia, Russ… https://t.co/0gYGNuj0BS",Sun Feb 04 00:26:23 +0000 2018,140,135682,30093
212,This memo totally vindicates “Trump” in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion an… https://t.co/GPYj4JbKgN,Sat Feb 03 14:40:27 +0000 2018,140,141374,39031
213,"Rasmussen just announced that my approval rating jumped to 49%, a far better number than I had in winning the Elect… https://t.co/GbG8u70wTV",Sat Feb 03 14:40:23 +0000 2018,140,156056,34763
214,RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/CJts3udtNO,Sat Feb 03 13:44:19 +0000 2018,68,0,12680
215,RT @EricTrump: 🇺🇸🇺🇸🇺🇸 https://t.co/iszxYp036c,Sat Feb 03 13:39:49 +0000 2018,45,0,12281
216,"Today, it was my honor to join the great men and women of @DHSgov, @CustomsBorder, @ICEgov and @USCIS at the U.S. C… https://t.co/r9EL0AhbO1",Fri Feb 02 22:26:22 +0000 2018,140,70888,14562
217,“Trump the orator outlines the greatness of America to Democrats’ disgust” https://t.co/XpirrtTY6V,Fri Feb 02 18:07:08 +0000 2018,98,77520,17571
218,"With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS, 2018 i… https://t.co/cxo1rxdDsj",Fri Feb 02 18:05:49 +0000 2018,140,107855,27464
219,“You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create… https://t.co/A8GoOzBrPx,Fri Feb 02 11:49:14 +0000 2018,140,161251,51920
220,The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigativ… https://t.co/xXWIyOvhi0,Fri Feb 02 11:33:58 +0000 2018,140,138788,40143
221,"The Democrats just aren’t calling about DACA. Nancy Pelosi and Chuck Schumer have to get moving fast, or they’ll di… https://t.co/Tuz4PCoIF4",Fri Feb 02 03:32:48 +0000 2018,140,123934,28774
222,Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched… https://t.co/HKFLkRjlGQ,Thu Feb 01 12:02:49 +0000 2018,140,184228,37142
223,"March 5th is rapidly approaching and the Democrats are doing nothing about DACA. They Resist, Blame, Complain and O… https://t.co/A4qhFRv21V",Thu Feb 01 11:51:43 +0000 2018,140,123146,29745
224,Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructur… https://t.co/17g1hxSFRI,Thu Feb 01 11:43:17 +0000 2018,140,137669,28333
225,"Join me live for the #SOTU
https://t.co/0SLktWxfHi",Wed Jan 31 02:00:02 +0000 2018,50,108769,21783
226,"Congratulations to America’s new Secretary of @HHSGov, Alex Azar! https://t.co/Y9inQaCt7o",Mon Jan 29 20:12:39 +0000 2018,89,83987,16207
227,Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Ch… https://t.co/ZrThpTutNr,Sun Jan 28 13:18:33 +0000 2018,140,199152,42090
228,"Somebody please inform Jay-Z that because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!",Sun Jan 28 13:18:32 +0000 2018,139,239584,63638
229,Democrats are not interested in Border Safety &amp; Security or in the funding and rebuilding of our Military. They are… https://t.co/wM9cL8CBo7,Sun Jan 28 04:08:02 +0000 2018,144,156853,35696
230,"I have offered DACA a wonderful deal, including a doubling in the number of recipients &amp; a twelve year pathway to c… https://t.co/gSxSjiRcoC",Sun Jan 28 03:58:02 +0000 2018,144,175297,46764
231,"Taliban targeted innocent Afghans, brave police in Kabul today. Our thoughts and prayers go to the victims, and fir… https://t.co/nxuDZV0VYZ",Sat Jan 27 22:59:52 +0000 2018,140,113979,21972
232,"On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men, women and children, a… https://t.co/Df8jIU5KW2",Sat Jan 27 19:30:24 +0000 2018,140,107683,25784
233,Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we… https://t.co/33QbAoLFxj,Sat Jan 27 11:55:58 +0000 2018,139,123903,29099
234,Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B,Fri Jan 26 23:27:23 +0000 2018,76,72133,16276
235,DACA has been made increasingly difficult by the fact that Cryin’ Chuck Schumer took such a beating over the shutdo… https://t.co/5faBeqcNP9,Fri Jan 26 17:16:44 +0000 2018,140,119001,26158
236,"Heading back from a very exciting two days in Davos, Switzerland. Speech on America’s economic revival was well rec… https://t.co/JbNNrNVH9z",Fri Jan 26 17:12:32 +0000 2018,140,111921,22530
237,"Join me live at the 2018 World Economic Forum in Davos, Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8",Fri Jan 26 12:54:36 +0000 2018,123,52325,10067
238,Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our… https://t.co/3bK58PuFPd,Fri Jan 26 11:23:07 +0000 2018,139,55768,10721
239,"It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos, Switzerland. Many grea… https://t.co/tiD5NSYYwB",Fri Jan 26 10:46:48 +0000 2018,140,63565,12437
240,"Will be interviewed on  @SquawkCNBC by @JoeSquawk coming up at 6:00amE from Davos, Switzerland. Enjoy! #WEF18 https://t.co/7egYlxnFBd",Fri Jan 26 10:11:26 +0000 2018,133,36726,6549
241,"Today, Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nation’s eternal… https://t.co/KMP2MhJVLS",Thu Jan 25 22:38:21 +0000 2018,139,83941,17695
242,"Very productive bilateral meeting with Prime Minister Benjamin @Netanyahu of Israel - in Davos, Switzerland! #WEF18 https://t.co/2sZM9YI7tJ",Thu Jan 25 18:03:29 +0000 2018,139,72893,15108
243,"Great bilateral meeting with Prime Minister Theresa May of the United Kingdom, affirming the special relationship a… https://t.co/6bIzOEo8DK",Thu Jan 25 17:25:53 +0000 2018,140,76344,15977
244,"Will soon be heading to Davos, Switzerland, to tell the world how great America is and is doing. Our economy is now… https://t.co/OwSYSiCiKe",Thu Jan 25 00:27:00 +0000 2018,140,152523,28293
245,It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local… https://t.co/N7Z9Dw3uIi,Wed Jan 24 22:51:20 +0000 2018,140,79200,16761
246,"Earlier today, I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School… https://t.co/20Bf0p7oFT",Wed Jan 24 20:26:16 +0000 2018,140,98624,19232
247,Tremendous investment by companies from all over the world being made in America. There has never been anything lik… https://t.co/sUp4LsbXhz,Wed Jan 24 11:58:58 +0000 2018,140,147066,33162
